Season,MIN,MIN_percentile,PTS_OFF_TOV,PTS_OFF_TOV_percentile,PTS_FB,PTS_FB_percentile,PTS_PAINT,PTS_PAINT_percentile,PFD,PFD_percentile
2024-25 2H,34.50902777777778,94.02697495183044,4.041666666666667,97.10982658959537,6.833333333333333,99.8073217726397,10.166666666666666,94.02697495183044,4.708333333333333,96.242774566474
2024-25 1H,32.49290780141844,88.93058161350844,2.6914893617021276,87.61726078799249,3.3404255319148937,95.30956848030019,5.531914893617022,75.23452157598499,3.0531914893617023,87.80487804878048
2023-24,36.40397350993378,98.9492119089317,3.0927152317880795,94.04553415061297,3.033112582781457,95.27145359019265,7.099337748344371,85.1138353765324,3.7417218543046356,92.81961471103328
