SEASON,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
2024-25 2H,34.03846153846154,8.307692307692308,16.807692307692307,0.48338461538461536,2.6923076923076925,7.3076923076923075,0.36000000000000004,5.153846153846154,5.653846153846154,0.8489615384615384,0.3076923076923077,4.076923076923077,4.384615384615385,4.3076923076923075,0.9615384615384616,0.23076923076923078,2.3461538461538463,1.8846153846153846,24.46153846153846
2024-25 1H,32.583333333333336,6.083333333333333,14.25,0.4263124999999999,3.0416666666666665,8.208333333333334,0.3661041666666667,2.9791666666666665,3.3333333333333335,0.793,0.3541666666666667,2.9583333333333335,3.3125,4.541666666666667,0.9166666666666666,0.20833333333333334,2.4166666666666665,2.1875,18.1875
2023-24,36.45569620253165,6.848101265822785,15.30379746835443,0.4442784810126582,2.6455696202531644,7.037974683544304,0.3495949367088608,2.759493670886076,3.2911392405063293,0.6837721518987342,0.5569620253164557,3.9746835443037973,4.531645569620253,5.1265822784810124,0.6708860759493671,0.22784810126582278,2.1012658227848102,2.3544303797468356,19.10126582278481
